DOI,Title,URL,Author,Year
10.1016/j.ecoinf.2023.102454,Research on the fine-scale spatial-temporal evolution characteristics of carbon emissions based on nighttime light data: A case study of Xi'an city,https://www.sciencedirect.com/science/article/pii/S1574954123004831,Yao Zhang and Jing Quan and Yaqian Kong and Qian Wang and Yongjian Zhang and Yuxin Zhang,2024
10.1016/j.ecoinf.2024.102528,The bioacoustic soundscape of a pandemic: Continuous annual monitoring using a deep learning system in Agmon Hula Lake Park,https://www.sciencedirect.com/science/article/pii/S1574954124000700,Yizhar Lavner and Ronen Melamed and Moshe Bashan and Yoni Vortman,2024
10.1016/j.ecoinf.2024.102522,Modeling human transmissibility via nighttime light remote sensing for Hyphantria cunea propagation pattern prediction,https://www.sciencedirect.com/science/article/pii/S1574954124000645,Jiangxia Ye and Wenbin Quan and Ruliang Zhou and Ting Du and Lei Shi and Xiaoyan Wei,2024
10.1016/j.ecoinf.2020.101086,Correcting the effect of sampling bias in species distribution modeling – A new method in the case of a low number of presence data,https://www.sciencedirect.com/science/article/pii/S1574954120300364,Yi Moua and Emmanuel Roux and Frédérique Seyler and Sébastien Briolant,2020
10.1016/j.ecoinf.2024.102484,Attribution analysis of soil degradation using change vector analysis and the geographical detector from 2010 to 2020 on Hainan Island,https://www.sciencedirect.com/science/article/pii/S1574954124000268,Wenyin Wu and Jie Zhang and Jianan Yu and Zhongyi Sun and Rui Yu and Wenjie Liu and Mengyang Fang,2024
10.1016/j.ecoinf.2024.102490,The Atlantic forest is a potentially climatic suitable habitat for four Neotropical Myrtaceae species through time,https://www.sciencedirect.com/science/article/pii/S1574954124000323,Ossman Barrientos-Díaz and Mabel R. Báez-Lizarazo and Fernanda Enderle and Ana Lucia Anversa Segatto and Marcelo Reginato and Andreia Carina Turchetto-Zolet,2024
10.1016/j.ecoinf.2024.102704,Multi-species identification and number counting of fish passing through fishway at hydropower stations with LigTraNet,https://www.sciencedirect.com/science/article/pii/S1574954124002462,Jianyuan Li and Chunna Liu and Luhai Wang and Yi Liu and Rui Li and Xiaochun Lu and Jia Lu and Jian Shen,2024
10.1016/j.ecoinf.2024.102677,"Association between multilevel landscape characteristics and rural sustainability: A case study of the water-net region in the Yangtze River Delta, China",https://www.sciencedirect.com/science/article/pii/S157495412400219X,Chengyu Meng and Yimei Chen and Jiexin Yang and Xinyi Su and Wei Guo and Kaili Zhang,2024
10.1016/j.ecoinf.2024.102674,Mapping local climates in highly heterogeneous mountain regions: Interpolation of meteorological station data vs. downscaling of macroclimate grids,https://www.sciencedirect.com/science/article/pii/S1574954124002164,Daniele {Delle Monache} and Giuseppe Martino and Andrea Chiocchio and Antonino Siclari and Roberta Bisconti and Luigi Maiorano and Daniele Canestrelli,2024
10.1016/j.ecoinf.2023.102406,"Practical guide for retaining correlated climate variables and unthinned samples in species distribution modeling, using random forests",https://www.sciencedirect.com/science/article/pii/S1574954123004351,Brice B. Hanberry,2024
10.1016/j.ecoinf.2024.102569,Robust minimum divergence estimation in a spatial Poisson point process,https://www.sciencedirect.com/science/article/pii/S1574954124001110,Yusuke Saigusa and Shinto Eguchi and Osamu Komori,2024
10.1016/j.ecoinf.2024.102712,Estimation of above ground biomass in tropical heterogeneous forests in India using GEDI,https://www.sciencedirect.com/science/article/pii/S1574954124002541,Indu Indirabai and Mats Nilsson,2024
10.1016/j.ecoinf.2024.102496,Advancing equitable stormwater management: A decision support tool integrating best practices for nutrient removal and environmental justice,https://www.sciencedirect.com/science/article/pii/S1574954124000384,Sara Kamanmalek and Nasrin Alamdari,2024
10.1016/j.ecoinf.2022.101899,Bayesian prediction of wildfire event probability using normalized difference vegetation index data from an Australian forest,https://www.sciencedirect.com/science/article/pii/S1574954122003491,Georgios Charizanos and Haydar Demirhan,2023
10.1016/j.ecoinf.2023.102289,LaDeco: A tool to analyze visual landscape elements,https://www.sciencedirect.com/science/article/pii/S1574954123003187,Li-Chih Ho,2023
10.1016/j.ecoinf.2022.101947,‘I know the tiger by his paw’: A non-invasive footprint identification technique for monitoring individual Amur tigers (Panthera tigris altaica) in snow,https://www.sciencedirect.com/science/article/pii/S1574954122003971,Sky K. Alibhai and Jiayin Gu and Zoe C. Jewell and Joseph Morgan and Dan Liu and Guangshun Jiang,2023
10.1016/j.ecoinf.2021.101251,Balancing the needs of consumers and producers for scientific data collections,https://www.sciencedirect.com/science/article/pii/S157495412100042X,Deborah A. Agarwal and Joan Damerow and Charuleka Varadharajan and Danielle S. Christianson and Gilberto Z. Pastorello and You-Wei Cheah and Lavanya Ramakrishnan,2021
10.1016/j.ecoinf.2023.102354,"Identifying potential hotspots of groundwater-climate interaction in the Great Artesian Basin, Australia",https://www.sciencedirect.com/science/article/pii/S1574954123003837,Pankaj R. Kaushik and Christopher E. Ndehedehe and Ikechukwu Kalu and Ryan M. Burrows and Mark R. Noll and Mark J. Kennard,2023
10.1016/j.ecoinf.2023.102045,Scientific maps should reach everyone: The cblindplot R package to let colour blind people visualise spatial patterns,https://www.sciencedirect.com/science/article/pii/S1574954123000742,Duccio Rocchini and Jakub Nowosad and Rossella D’Introno and Ludovico Chieffallo and Giovanni Bacaro and Roberto Cazzolla Gatti and Giles M. Foody and Reinhard Furrer and Lukáš Gábor and Marco Malavasi and Matteo Marcantonio and Elisa Marchetto and Vítězslav Moudrý and Carlo Ricotta and Petra Šímová and Michele Torresani and Elisa Thouverai,2023
10.1016/j.ecoinf.2023.102247,Climate change induces habitat shifts and overlaps among carnivores in an arid and semi-arid ecosystem,https://www.sciencedirect.com/science/article/pii/S1574954123002765,Sahar Rezaei and Alireza Mohammadi and Shabnam Shadloo and Mehrdad Ranaie and Ho Yi Wan,2023
10.1016/j.ecoinf.2023.102126,FAIR degree assessment in agriculture datasets using the F-UJI tool,https://www.sciencedirect.com/science/article/pii/S1574954123001553,Luiza Petrosyan and Rafael Aleixandre-Benavent and Fernanda Peset and Juan Carlos Valderrama-Zurián and Antonia Ferrer-Sapena and Andrea Sixto-Costoya,2023
10.1016/j.ecoinf.2024.102488,Mapping and classification of Liao River Delta coastal wetland based on time series and multi-source GaoFen images using stacking ensemble model,https://www.sciencedirect.com/science/article/pii/S157495412400030X,Huiya Qian and Nisha Bao and Dantong Meng and Bin Zhou and Haimei Lei and Hang Li,2024
10.1016/j.ecoinf.2024.102656,Ungulates conservation in the face of human development: Mining and roads' influences on habitat and connectivity in Iran's central plateau,https://www.sciencedirect.com/science/article/pii/S1574954124001985,Alireza Mohammadi and Kamran Almasieh and Somaye Vaissi,2024
10.1016/j.ecoinf.2024.102604,Bias correction in species distribution models based on geographic and environmental characteristics,https://www.sciencedirect.com/science/article/pii/S1574954124001468,Quanli Xu and Xiao Wang and Junhua Yi and Yu Wang,2024
10.1016/j.ecoinf.2024.102582,Monitoring dynamic mangrove landscape patterns in China: Effects of natural and anthropogenic forcings during 1985–2020,https://www.sciencedirect.com/science/article/pii/S1574954124001249,Kanglin Chen and Zining Dong and Jianzhou Gong,2024
10.1016/j.ecoinf.2024.102671,Integrating risk zoning and multifactor analysis: A strategic approach to ecological carbon sink management,https://www.sciencedirect.com/science/article/pii/S1574954124002139,Lin Wang and Junsan Zhao and Dong Ai and Guoping Chen and Yilin Lin,2024
10.1016/j.ecoinf.2024.102493,"Quantifying the direct and indirect effects of terrain, climate and human activity on the spatial pattern of kNDVI-based vegetation growth: A case study from the Minjiang River Basin, Southeast China",https://www.sciencedirect.com/science/article/pii/S1574954124000359,Zipeng Gu and Xingwei Chen and Weifang Ruan and Meiling Zheng and Kaili Gen and Xiaochen Li and Haijun Deng and Ying Chen and Meibing Liu,2024
10.1016/j.ecoinf.2023.102436,Applying 3D spatial metrics for landscape planning: Creating and measuring landscape scenarios by a point cloud-based approach,https://www.sciencedirect.com/science/article/pii/S157495412300465X,Jinda Qi and Ervine Shengwei Lin and Puay Yok Tan and Xudong Zhang and Roger Ho and Angelia Sia and Agnieszka Olszewska-Guizzo and Radha Waykool,2024
10.1016/j.ecoinf.2024.102572,Estimation and trend analysis of carbon emissions from forest fires in mainland China from 2011 to 2021,https://www.sciencedirect.com/science/article/pii/S1574954124001146,Donglin Fan and Menghui Wang and Tianlong Liang and Hongchang He and You Zeng and Bolin Fu,2024
10.1016/j.ecoinf.2024.102713,A data platform for real-time monitoring and analysis of the brown marmorated stink bug in Northern Italy,https://www.sciencedirect.com/science/article/pii/S1574954124002553,Chiara Forresi and Enrico Gallinucci and Matteo Golfarelli and Lara Maistrello and Michele Preti and Giacomo Vaccari,2024
10.1016/j.ecoinf.2024.102667,Quantitatively analyzing the driving factors of vegetation change in China: Climate change and human activities,https://www.sciencedirect.com/science/article/pii/S1574954124002097,Yang Chen and Tingbin Zhang and Xuan Zhu and Guihua Yi and Jingji Li and Xiaojuan Bie and Jiao Hu and Xian Liu,2024
10.1016/j.ecoinf.2023.102215,Tree trunk detection in urban scenes using a multiscale attention-based deep learning method,https://www.sciencedirect.com/science/article/pii/S1574954123002443,Rao Li and GuoDong Sun and Sheng Wang and TianZhuzi Tan and Fu Xu,2023
10.1016/j.ecoinf.2023.102191,Crowdsourcing biodiversity data from recreational SCUBA divers using Dive Reporter,https://www.sciencedirect.com/science/article/pii/S1574954123002200,Matej Buzinkai and Marko Radeta and Claudio Rodrigues and Francisco Silva and Ruben Freitas and Sahar Chebaane and Paola Parretti and Susanne Schäfer and Rodrigo Silva and Francesca Gizzi and Silvia Almeida and Sonia K.M. Gueroun and João Canning-Clode and João Gama Monteiro,2023
10.1016/j.ecoinf.2023.102326,Complex networks for analyzing the urban acoustic environment,https://www.sciencedirect.com/science/article/pii/S1574954123003552,Timo Haselhoff and Tobias Braun and André Fiebig and Jonas Hornberg and Bryce T. Lawrence and Norbert Marwan and Susanne Moebus,2023
10.1016/j.ecoinf.2015.11.011,Challenges and opportunities in synthesizing historical geospatial data using statistical models,https://www.sciencedirect.com/science/article/pii/S1574954115001922,M.V. Eitzel and Maggi Kelly and Iryna Dronova and Yana Valachovic and Lenya Quinn-Davidson and Jon Solera and Perry {de Valpine},2016
10.1016/j.ecoinf.2023.102080,Too many candidates: Embedded covariate selection procedure for species distribution modelling with the covsel R package,https://www.sciencedirect.com/science/article/pii/S1574954123001097,Antoine Adde and Pierre-Louis Rey and Fabian Fopp and Blaise Petitpierre and Anna K. Schweiger and Olivier Broennimann and Anthony Lehmann and Niklaus E. Zimmermann and Florian Altermatt and Loïc Pellissier and Antoine Guisan,2023
10.1016/j.ecoinf.2022.101777,"Modelling and evaluation of land use changes through satellite images in a multifunctional catchment: Social, economic and environmental implications",https://www.sciencedirect.com/science/article/pii/S1574954122002278,Carolina Acuña-Alonso and Ana Novo and Juan Luis Rodríguez and Simone Varandas and Xana Álvarez,2022
10.1016/j.ecoinf.2023.102432,Dealing with imperfect data for invasive species detection using multispectral imagery,https://www.sciencedirect.com/science/article/pii/S1574954123004612,Susan Meerdink and Drew Hiatt and S. Luke Flory and Alina Zare,2024
10.1016/j.ecoinf.2023.102456,An intelligent cellular automaton scheme for modelling forest fires,https://www.sciencedirect.com/science/article/pii/S1574954123004855,Joan Boters-Pitarch and María Teresa Signes-Pont and Julian Szymański and Higinio Mora-Mora,2024
10.1016/j.ecoinf.2024.102601,Enhancing wildfire mapping accuracy using mono-temporal Sentinel-2 data: A novel approach through qualitative and quantitative feature selection with explainable AI,https://www.sciencedirect.com/science/article/pii/S1574954124001432,Linh Nguyen Van and Vinh Ngoc Tran and Giang V. Nguyen and Minho Yeon and May Thi-Tuyet Do and Giha Lee,2024
10.1016/j.ecoinf.2023.102363,One size fits all? Adaptation of trained CNNs to new marine acoustic environments,https://www.sciencedirect.com/science/article/pii/S1574954123003928,Ellen L. White and Holger Klinck and Jonathan M. Bull and Paul R. White and Denise Risch,2023
10.1016/j.ecoinf.2024.102573,On the role of audio frontends in bird species recognition,https://www.sciencedirect.com/science/article/pii/S1574954124001158,Houtan Ghaffari and Paul Devos,2024
10.1016/j.ecoinf.2023.102444,Bioclimatic similarity between species locations and their environment revealed by dimensionality reduction analysis,https://www.sciencedirect.com/science/article/pii/S1574954123004739,J. Lopez-Collado and J. Jacinto-Padilla and O. Rodríguez-Aguilar and J.V. Hidalgo-Contreras,2024
10.1016/j.ecoinf.2024.102637,SIAlex: Species identification and monitoring based on bird sound features,https://www.sciencedirect.com/science/article/pii/S1574954124001791,Lin Duan and Lidong Yang and Yong Guo,2024
10.1016/j.ecoinf.2024.102734,Active few-shot learning for rare bioacoustic feature annotation,https://www.sciencedirect.com/science/article/pii/S1574954124002760,Ben McEwen and Kaspar Soltero and Stefanie Gutschmidt and Andrew Bainbridge-Smith and James Atlas and Richard Green,2024
10.1016/j.ecoinf.2022.101893,Multi-view features fusion for birdsong classification,https://www.sciencedirect.com/science/article/pii/S1574954122003430,Shanshan Xie and Jing Lu and Jiang Liu and Yan Zhang and Danjv Lv and Xu Chen and Youjie Zhao,2022
10.1016/j.ecoinf.2023.102082,LiDAR GEDI derived tree canopy height heterogeneity reveals patterns of biodiversity in forest ecosystems,https://www.sciencedirect.com/science/article/pii/S1574954123001115,Michele Torresani and Duccio Rocchini and Alessandro Alberti and Vítězslav Moudrý and Michael Heym and Elisa Thouverai and Patrick Kacic and Enrico Tomelleri,2023
10.1016/j.ecoinf.2024.102733,Trajectory-based fish event classification through pre-training with diffusion models,https://www.sciencedirect.com/science/article/pii/S1574954124002759,Noemi Canovi and Benjamin A. Ellis and Tonje K. Sørdalen and Vaneeda Allken and Kim T. Halvorsen and Ketil Malde and Cigdem Beyan,2024
10.1016/j.ecoinf.2024.102628,"Revealing forest structural ""fingerprints"": An integration of LiDAR and deep learning uncovers topographical influences on Central Amazon forests",https://www.sciencedirect.com/science/article/pii/S1574954124001705,Nathan Borges Gonçalves and Diogo Martins Rosa and Dalton Freitas {do Valle} and Marielle N. Smith and Ricardo Dalagnol and Danilo Roberti Alves {de Almeida} and Bruce W. Nelson and Scott C. Stark,2024
10.1016/j.ecoinf.2023.102037,Towards automatic insect monitoring on witloof chicory fields using sticky plate image analysis,https://www.sciencedirect.com/science/article/pii/S1574954123000663,Ioannis Kalfas and Bart {De Ketelaere} and Klaartje Bunkens and Wouter Saeys,2023
10.1016/j.ecoinf.2024.102543,"A lightweight and enhanced model for detecting the Neotropical brown stink bug, Euschistus heros (Hemiptera: Pentatomidae) based on YOLOv8 for soybean fields",https://www.sciencedirect.com/science/article/pii/S1574954124000852,Bruno Pinheiro {de Melo Lima} and Lurdineide {de Araújo Barbosa Borges} and Edson Hirose and Díbio Leandro Borges,2024
10.1016/j.ecoinf.2023.102065,The effect of soundscape composition on bird vocalization classification in a citizen science biodiversity monitoring project,https://www.sciencedirect.com/science/article/pii/S1574954123000948,Matthew L. Clark and Leonardo Salas and Shrishail Baligar and Colin A. Quinn and Rose L. Snyder and David Leland and Wendy Schackwitz and Scott J. Goetz and Shawn Newsam,2023
10.1016/j.ecoinf.2024.102693,Weight-based ensemble method for crop pest identification,https://www.sciencedirect.com/science/article/pii/S1574954124002358,Miao Chen and Jianji Wang and Yanan Chen and Minghui Guo and Nanning Zheng,2024
10.1016/j.ecoinf.2024.102705,Adaptive image processing embedding to make the ecological tasks of deep learning more robust on camera traps images,https://www.sciencedirect.com/science/article/pii/S1574954124002474,Zihe Yang and Ye Tian and Junguo Zhang,2024
10.1016/j.ecoinf.2023.102417,Utilization of deep learning tools to map and monitor biological soil crusts,https://www.sciencedirect.com/science/article/pii/S1574954123004466,Stefan Herdy and Emilio Rodríguez-Caballero and Thomas Pock and Bettina Weber,2024
10.1016/j.ecoinf.2022.101876,Human vs. machine: Detecting wildlife in camera trap images,https://www.sciencedirect.com/science/article/pii/S1574954122003260,Scott Leorna and Todd Brinkman,2022
10.1016/j.ecoinf.2023.102026,Not seeing the forest for the trees: Generalised linear model out-performs random forest in species distribution modelling for Southeast Asian felids,https://www.sciencedirect.com/science/article/pii/S1574954123000559,Luca Chiaverini and David W. Macdonald and Andrew J. Hearn and Żaneta Kaszta and Eric Ash and Helen M. Bothwell and Özgün Emre Can and Phan Channa and Gopalasamy Reuben Clements and Iding Achmad Haidir and Pyae Phyoe Kyaw and Jonathan H. Moore and Akchousanh Rasphone and Cedric Kai Wei Tan and Samuel A. Cushman,2023
10.1016/j.ecoinf.2024.102554,Assessment of oceanographic services for the monitoring of highly anthropised coastal lagoons: The Mar Menor case study,https://www.sciencedirect.com/science/article/pii/S1574954124000967,José G. Giménez and Alberto Granero and Javier Senent-Aparicio and Francisco Gómez-Jakobsen and Jesús M. Mercado and Pablo Blanco-Gómez and Juan M. Ruiz and José M. Cecilia,2024
10.1016/j.ecoinf.2024.102559,Mapping invasive iceplant extent in southern coastal California using high-resolution aerial imagery,https://www.sciencedirect.com/science/article/pii/S1574954124001018,Carmen {Galaz García} and Julien Brun and Benjamin S. Halpern,2024
10.1016/j.ecoinf.2024.102708,Drone imagery and deep learning for mapping the density of wild Pacific oysters to manage their expansion into protected areas,https://www.sciencedirect.com/science/article/pii/S1574954124002504,Aser Mata and David Moffat and Sílvia Almeida and Marko Radeta and William Jay and Nigel Mortimer and Katie Awty-Carroll and Oliver R. Thomas and Vanda Brotas and Steve Groom,2024
10.1016/j.ecoinf.2024.102647,"Introducing a novel approach for assessment of groundwater salinity hazard, vulnerability, and risk in a semiarid region",https://www.sciencedirect.com/science/article/pii/S1574954124001894,Hamidreza Gharechaee and Aliakbar {Nazari Samani} and Shahram {Khalighi Sigaroodi} and Seyed Mohammad Moein Sadeghi and Sanam Sharifitabesh and Maryam Sadat Mousavi and Marina Viorela Marcu and Jason A. Hubbart,2024
10.1016/j.ecoinf.2024.102663,"A novel automated approach for fish biomass estimation in turbid environments through deep learning, object detection, and regression",https://www.sciencedirect.com/science/article/pii/S157495412400205X,S.V. {Jansi Rani} and Iacovos Ioannou and R. Swetha and R.M. {Dhivya Lakshmi} and Vasos Vassiliou,2024
10.1016/j.ecoinf.2023.102364,Model-based prediction of a vacant summer niche in a subarctic urbanscape: A multi-year open access data analysis of a ‘niche swap’ by short-billed Gulls,https://www.sciencedirect.com/science/article/pii/S157495412300393X,Falk Huettmann and László Kövér and Richard Robold and Mark Spangler and Moriz Steiner,2023
10.1016/j.ecoinf.2024.102744,Improving pollen-bearing honey bee detection from videos captured at hive entrance by combining deep learning and handling imbalance techniques,https://www.sciencedirect.com/science/article/pii/S1574954124002863,Dinh-Tu Nguyen and Thi-Nhung Le and Thi-Huong Phung and Duc-Manh Nguyen and Hong-Quan Nguyen and Hong-Thai Pham and Thi-Thu-Hong Phan and  Vu-Hai and Thi-Lan Le,2024
10.1016/j.ecoinf.2024.102474,Enhanced prediction of vegetation responses to extreme drought using deep learning and Earth observation data,https://www.sciencedirect.com/science/article/pii/S1574954124000165,Klaus-Rudolf Kladny and Marco Milanta and Oto Mraz and Koen Hufkens and Benjamin D. Stocker,2024
10.1016/j.ecoinf.2024.102664,Algal blooms forecasting with hybrid deep learning models from satellite data in the Zhoushan fishery,https://www.sciencedirect.com/science/article/pii/S1574954124002061,Wenxiang Ding and Changlin Li,2024
10.1016/j.ecoinf.2023.102451,EMViT-Net: A novel transformer-based network utilizing CNN and multilayer perceptron for the classification of environmental microorganisms using microscopic images,https://www.sciencedirect.com/science/article/pii/S1574954123004806,Karnika Dwivedi and Malay Kishore Dutta and Jay Prakash Pandey,2024
10.1016/j.ecoinf.2023.102257,Evaluating a tandem human-machine approach to labelling of wildlife in remote camera monitoring,https://www.sciencedirect.com/science/article/pii/S1574954123002868,Laurence A. Clarfeld and Alexej P.K. Sirén and Brendan M. Mulhall and Tammy L. Wilson and Elena Bernier and John Farrell and Gus Lunde and Nicole Hardy and Katherina D. Gieder and Robert Abrams and Sue Staats and Scott McLellan and Therese M. Donovan,2023
10.1016/j.ecoinf.2023.102181,Improved environmental mapping and validation using bagging models with spatially clustered data,https://www.sciencedirect.com/science/article/pii/S1574954123002108,Benjamin Misiuk and Craig J. Brown,2023
10.1016/j.ecoinf.2024.102501,An ensembled method for predicting dissolved oxygen level in aquaculture environment,https://www.sciencedirect.com/science/article/pii/S1574954124000438,Dachun Feng and Qianyu Han and Longqin Xu and Ferdous Sohel and Shahbaz Gul Hassan and Shuangyin Liu,2024
10.1016/j.ecoinf.2024.102650,Monitoring public perceptions of contaminated sites based on social media,https://www.sciencedirect.com/science/article/pii/S1574954124001924,Yefeng Jiang and Yingcong Ye and Congkang Sun and Xi Guo and Zhou Shi,2024
10.1016/j.ecoinf.2020.101154,Long-term trends in herring growth primarily linked to temperature by gradient boosting regression trees,https://www.sciencedirect.com/science/article/pii/S1574954120301047,Olga Lyashevska and Clementine Harma and Cóilín Minto and Maurice Clarke and Deirdre Brophy,2020
10.1016/j.ecoinf.2024.102610,Towards accurate spatial prediction of Glossina pallidipes relative densities at country-scale in Kenya,https://www.sciencedirect.com/science/article/pii/S1574954124001523,Stella Gachoki and Thomas A. Groen and Anton Vrieling and Andrew Skidmore and Daniel Masiga,2024
10.1016/j.ecoinf.2024.102489,Multi-sensor high spatial resolution leaf area index estimation by combining surface reflectance with vegetation indices for highly heterogeneous regions: A case study of the Chishui River Basin in southwest China,https://www.sciencedirect.com/science/article/pii/S1574954124000311,Duo Han and Hong Cai and Lei Zhang and Yiting Wen,2024
10.1016/j.ecoinf.2024.102461,Forest fire risk mapping with Landsat 8 OLI images: Evaluation of the potential use of vegetation indices,https://www.sciencedirect.com/science/article/pii/S1574954124000037,Fatih Sivrikaya and Alkan Günlü and Ömer Küçük and Okan Ürker,2024
10.1016/j.ecoinf.2024.102703,Spectral characteristics of dissolved organic matter in Plateau Lakes: Identifying eutrophication indicators in Southwest China,https://www.sciencedirect.com/science/article/pii/S1574954124002450,Yuying Guan and Gongliang Yu and Nannan Jia and Ruiming Han and Da Huo,2024
10.1016/j.ecoinf.2023.102383,Deer survey from drone thermal imagery using enhanced faster R-CNN based on ResNets and FPN,https://www.sciencedirect.com/science/article/pii/S1574954123004120,Haitao Lyu and Fang Qiu and Li An and Douglas Stow and Rebecca Lewison and Eve Bohnett,2024
10.1016/j.ecoinf.2023.102407,Predicting invasive species distributions using incremental ensemble-based pseudo-labeling,https://www.sciencedirect.com/science/article/pii/S1574954123004363,Eunbeen Kim and Jaeuk Moon and Jonghwa Shim and Eenjun Hwang,2024
10.1016/j.ecoinf.2022.101849,Multi-output regression with structurally incomplete target labels: A case study of modelling global vegetation cover,https://www.sciencedirect.com/science/article/pii/S1574954122002990,Rita Beigaitė and Jesse Read and Indrė Žliobaitė,2022
10.1016/j.ecoinf.2022.101665,Dealing with clustered samples for assessing map accuracy by cross-validation,https://www.sciencedirect.com/science/article/pii/S1574954122001145,Sytze {de Bruin} and Dick J. Brus and Gerard B.M. Heuvelink and Tom {van Ebbenhorst Tengbergen} and Alexandre M.J-C. Wadoux,2022
10.1016/j.ecoinf.2024.102540,Detecting and counting sorghum aphid alates using smart computer vision models,https://www.sciencedirect.com/science/article/pii/S1574954124000827,Ivan Grijalva and H. Braden Adams and Nicholas Clark and Brian McCornack,2024
10.1016/j.ecoinf.2021.101236,BirdNET: A deep learning solution for avian diversity monitoring,https://www.sciencedirect.com/science/article/pii/S1574954121000273,Stefan Kahl and Connor M. Wood and Maximilian Eibl and Holger Klinck,2021
10.1016/j.ecoinf.2021.101252,Deep learning for supervised classification of temporal data in ecology,https://www.sciencedirect.com/science/article/pii/S1574954121000431,César Capinha and Ana Ceia-Hasse and Andrew M. Kramer and Christiaan Meijer,2021
10.1016/j.ecoinf.2023.102396,Feature-based and shape-match classifications of animal population time series,https://www.sciencedirect.com/science/article/pii/S1574954123004259,Guiming Wang and Xueyan Shan,2024
10.1016/j.ecoinf.2024.102581,HPB3C-3PG algorithm: A new hybrid global optimization algorithm and its application to plant classification,https://www.sciencedirect.com/science/article/pii/S1574954124001237,Sukanta Ghosh and Amar Singh and Shakti Kumar,2024
10.1016/j.ecoinf.2024.102471,Multi-label classification for acoustic bird species detection using transfer learning approach,https://www.sciencedirect.com/science/article/pii/S157495412400013X,Bhuvaneswari Swaminathan and M. Jagadeesh and Subramaniyaswamy Vairavasundaram,2024
10.1016/j.ecoinf.2024.102552,Using mixed-method analytical historical ecology to map land use and land cover change for ecocultural restoration in the Klamath River Basin (Northern California),https://www.sciencedirect.com/science/article/pii/S1574954124000943,M.V. Eitzel and Daniel Sarna-Wojcicki and Sean Hogan and Jennifer Sowerwine and Megan Mucioki and Kathy McCovey and Shawn Bourque and Leaf Hillman and Lisa Morehead-Hillman and Frank Lake and Vikki Preston and Chook-Chook Hillman and Andy Lyons and Bill Tripp,2024
10.1016/j.ecoinf.2024.102472,The utility of Planetscope spectral data in quantifying above-ground carbon stock in an urban reforested landscape,https://www.sciencedirect.com/science/article/pii/S1574954124000141,Collins Matiza and Onisimo Mutanga and John Odindi and Mthembeni Mngadi,2024
